/* DATA DESCRIPTION:
Citation:	Jin, Xiaobo; Liu, Chuanlian; Xu, Juan; Guo, Xianghui (2022): Coccolithophore abundance, biomass and particulate inorganic carbon concentration in the South China Sea in June/July 2018. PANGAEA, https://doi.org/10.1594/PANGAEA.945501
Abstract:	We investigated coccolithophore abundance, coccolith calcite biomass, and particulate inorganic carbon (PIC) concentration in the deep chlorophyll maximums in the South China Sea. The field investigation was conducted on board the research vessel “TAN KAH KEE (JiaGeng)” during cruise NORC2018-05 from June to July, 2018. 2L of water samples were collected with a conductivity-temperature-depth (CTD) rosette sampler and filtered on 0.8 μm pore-size polycarbonate membranes. Coccolithophores were checked using a light microscope. Coccolith calcite biomass was calculated based on coccolithophore abundance and average coccolith mass. 3L of water samples for PIC were also collected and filtered on 0.8 μm pore-size polycarbonate membranes. PIC was determined by measuring the [Ca2+] concentration in seawater using inductively coupled plasma–mass spectrometry.
Related to:	Jin, Xiaobo; Liu, Chuanlian; Xu, Juan; Guo, Xianghui (2022): Coccolithophore Abundance, Degree of Calcification, and Their Contribution to Particulate Inorganic Carbon in the South China Sea. Journal of Geophysical Research: Biogeosciences, 127(4), e2021JG006657, https://doi.org/10.1029/2021JG006657
Funding:	National Natural Science Foundation of China (NSFC) (URI: http://www.nsfc.gov.cn/publish/portal1/), grant/award no. 41930536
Coverage:	MEDIAN LATITUDE: 19.506216 * MEDIAN LONGITUDE: 118.042973 * SOUTH-BOUND LATITUDE: 16.000000 * WEST-BOUND LONGITUDE: 115.000000 * NORTH-BOUND LATITUDE: 22.000000 * EAST-BOUND LONGITUDE: 122.500000
	DATE/TIME START: 2018-06-20T00:01:00 * DATE/TIME END: 2018-07-09T11:58:00
	MINIMUM DEPTH, water: 41 m * MAXIMUM DEPTH, water: 110 m
Event(s):	NORC2018-05_St.01 * LATITUDE: 21.670000 * LONGITUDE: 117.960000 * DATE/TIME: 2020-06-20T00:01:00 * ELEVATION: -1430.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.02 * LATITUDE: 21.290000 * LONGITUDE: 118.270000 * DATE/TIME: 2020-06-20T07:08:00 * ELEVATION: -2295.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.03 * LATITUDE: 20.970000 * LONGITUDE: 118.570000 * DATE/TIME: 2020-06-20T13:29:00 * ELEVATION: -2509.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.04 * LATITUDE: 20.500000 * LONGITUDE: 119.000000 * DATE/TIME: 2018-06-20T21:37:00 * ELEVATION: -2815.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.05 * LATITUDE: 20.000000 * LONGITUDE: 119.350000 * DATE/TIME: 2018-06-21T05:38:00 * ELEVATION: -3183.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.06 * LATITUDE: 20.000000 * LONGITUDE: 118.400000 * DATE/TIME: 2018-06-21T15:49:00 * ELEVATION: -2817.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.07 * LATITUDE: 20.250000 * LONGITUDE: 118.700000 * DATE/TIME: 2018-06-21T21:03:00 * ELEVATION: -2695.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.08 * LATITUDE: 20.500000 * LONGITUDE: 119.000000 * DATE/TIME: 2018-06-21T23:53:00 * ELEVATION: -2815.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.09 * LATITUDE: 20.750000 * LONGITUDE: 119.250000 * DATE/TIME: 2018-06-22T02:40:00 * ELEVATION: -2985.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.10 * LATITUDE: 21.000000 * LONGITUDE: 119.500000 * DATE/TIME: 2018-06-22T06:32:00 * ELEVATION: -3051.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.11 * LATITUDE: 21.500000 * LONGITUDE: 119.000000 * DATE/TIME: 2018-06-24T02:59:00 * ELEVATION: -2743.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.12 * LATITUDE: 21.500000 * LONGITUDE: 120.000000 * DATE/TIME: 2018-06-24T12:26:00 * ELEVATION: -2933.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.13 * LATITUDE: 21.500000 * LONGITUDE: 122.500000 * DATE/TIME: 2018-06-25T07:06:00 * ELEVATION: -4541.0 m * LOCATION: Philippine Sea * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.14 * LATITUDE: 22.000000 * LONGITUDE: 122.500000 * DATE/TIME: 2018-06-26T21:38:00 * ELEVATION: -4867.0 m * LOCATION: Philippine Sea * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.15 * LATITUDE: 21.000000 * LONGITUDE: 120.000000 * DATE/TIME: 2018-06-28T02:36:00 * ELEVATION: -3639.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.16 * LATITUDE: 20.500000 * LONGITUDE: 120.000000 * DATE/TIME: 2018-06-28T11:56:00 * ELEVATION: -3395.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.17 * LATITUDE: 20.000000 * LONGITUDE: 120.000000 * DATE/TIME: 2018-06-28T19:28:00 * ELEVATION: -3637.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.18 * LATITUDE: 19.000000 * LONGITUDE: 119.000000 * DATE/TIME: 2018-06-29T07:48:00 * ELEVATION: -3809.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.19 * LATITUDE: 19.500000 * LONGITUDE: 117.980000 * DATE/TIME: 2018-06-29T17:39:00 * ELEVATION: -3297.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.20 * LATITUDE: 20.000000 * LONGITUDE: 117.440000 * DATE/TIME: 2018-07-01T00:55:00 * ELEVATION: -2271.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.21 * LATITUDE: 20.300000 * LONGITUDE: 117.170000 * DATE/TIME: 2018-07-01T07:48:00 * ELEVATION: -549.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.22 * LATITUDE: 20.000000 * LONGITUDE: 116.000000 * DATE/TIME: 2018-07-01T14:44:00 * ELEVATION: -1215.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.23 * LATITUDE: 20.000000 * LONGITUDE: 115.000000 * DATE/TIME: 2018-07-02T01:31:00 * ELEVATION: -677.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.24 * LATITUDE: 19.000000 * LONGITUDE: 115.000000 * DATE/TIME: 2018-07-02T11:01:00 * ELEVATION: -2295.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.25 * LATITUDE: 19.000000 * LONGITUDE: 116.000000 * DATE/TIME: 2018-07-02T20:29:00 * ELEVATION: -3043.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.26 * LATITUDE: 19.000000 * LONGITUDE: 117.000000 * DATE/TIME: 2018-07-03T07:04:00 * ELEVATION: -3717.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.27 * LATITUDE: 19.000000 * LONGITUDE: 118.000000 * DATE/TIME: 2018-07-03T17:34:00 * ELEVATION: -3743.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	NORC2018-05_St.28 * LATITUDE: 18.000000 * LONGITUDE: 118.000000 * DATE/TIME: 2018-07-04T04:26:00 * ELEVATION: -3883.0 m * LOCATION: South China Sea (URI: http://en.wikipedia.org/wiki/South_China_Sea) * CAMPAIGN: NORC2018-05 (KK1804-2) * BASIS: Tan Kah Kee * METHOD/DEVICE: CTD/Rosette (CTD-RO)
