	M150_155-1 * LATITUDE: 38.017350 * LONGITUDE: -29.327583 * DATE/TIME: 2018-09-06T17:00:00 * ELEVATION: -298.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_165-1 * LATITUDE: 38.024367 * LONGITUDE: -29.341667 * DATE/TIME: 2018-09-07T08:11:00 * ELEVATION: -501.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_169-1 * LATITUDE: 38.040667 * LONGITUDE: -29.378883 * DATE/TIME: 2018-09-07T11:38:00 * ELEVATION: -1022.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_171-1 * LATITUDE: 38.062017 * LONGITUDE: -29.425817 * DATE/TIME: 2018-09-07T14:10:00 * ELEVATION: -2032.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_179-1 * LATITUDE: 38.011100 * LONGITUDE: -29.295033 * DATE/TIME: 2018-09-08T10:33:00 * ELEVATION: -161.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_203-1 * LATITUDE: 38.029867 * LONGITUDE: -29.281867 * DATE/TIME: 2018-09-08T22:13:00 * ELEVATION: -520.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_211-1 * LATITUDE: 37.995867 * LONGITUDE: -29.305050 * DATE/TIME: 2018-09-09T02:50:00 * ELEVATION: -151.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_230-1 * LATITUDE: 37.985300 * LONGITUDE: -29.312733 * DATE/TIME: 2018-09-09T10:49:00 * ELEVATION: -500.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_238-1 * LATITUDE: 38.810983 * LONGITUDE: -27.335333 * DATE/TIME: 2018-09-10T11:55:00 * ELEVATION: -175.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_272-1 * LATITUDE: 38.859800 * LONGITUDE: -27.417867 * DATE/TIME: 2018-09-11T03:36:00 * ELEVATION: -988.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_274-1 * LATITUDE: 38.920367 * LONGITUDE: -27.520783 * DATE/TIME: 2018-09-11T06:27:00 * ELEVATION: -2001.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_291-1 * LATITUDE: 38.802117 * LONGITUDE: -27.070633 * DATE/TIME: 2018-09-12T13:40:00 * ELEVATION: -149.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_313-1 * LATITUDE: 38.808883 * LONGITUDE: -27.026583 * DATE/TIME: 2018-09-12T23:50:00 * ELEVATION: -1014.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_315-1 * LATITUDE: 38.892433 * LONGITUDE: -26.449683 * DATE/TIME: 2018-09-13T04:32:00 * ELEVATION: -2000.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_333-1 * LATITUDE: 37.046950 * LONGITUDE: -25.056400 * DATE/TIME: 2018-09-15T06:33:00 * ELEVATION: -161.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_347-1 * LATITUDE: 37.086550 * LONGITUDE: -25.009683 * DATE/TIME: 2018-09-15T18:46:00 * ELEVATION: -1349.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_352-1 * LATITUDE: 37.057683 * LONGITUDE: -25.044733 * DATE/TIME: 2018-09-16T00:48:00 * ELEVATION: -508.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_393-1 * LATITUDE: 36.923367 * LONGITUDE: -25.082983 * DATE/TIME: 2018-09-17T20:57:00 * ELEVATION: -312.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_423-1 * LATITUDE: 36.898917 * LONGITUDE: -25.119767 * DATE/TIME: 2018-09-18T18:58:00 * ELEVATION: -1062.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_426-1 * LATITUDE: 36.851083 * LONGITUDE: -25.170033 * DATE/TIME: 2018-09-18T22:13:00 * ELEVATION: -1977.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_433-1 * LATITUDE: 37.058950 * LONGITUDE: -25.155767 * DATE/TIME: 2018-09-19T16:23:00 * ELEVATION: -312.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_465-1 * LATITUDE: 37.100983 * LONGITUDE: -25.167633 * DATE/TIME: 2018-09-20T16:50:00 * ELEVATION: -1036.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_467-1 * LATITUDE: 37.166850 * LONGITUDE: -25.186417 * DATE/TIME: 2018-09-20T19:31:00 * ELEVATION: -2039.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_486-1 * LATITUDE: 38.657983 * LONGITUDE: -27.014650 * DATE/TIME: 2018-09-22T12:17:00 * ELEVATION: -149.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_505-1 * LATITUDE: 38.611950 * LONGITUDE: -26.984033 * DATE/TIME: 2018-09-22T18:59:00 * ELEVATION: -607.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_508-1 * LATITUDE: 38.548367 * LONGITUDE: -26.941067 * DATE/TIME: 2018-09-22T21:53:00 * ELEVATION: -1000.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_511-1 * LATITUDE: 38.706517 * LONGITUDE: -27.382983 * DATE/TIME: 2018-09-23T09:32:00 * ELEVATION: -301.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_531-1 * LATITUDE: 38.701650 * LONGITUDE: -27.433083 * DATE/TIME: 2018-09-23T20:58:00 * ELEVATION: -1496.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_537-1 * LATITUDE: 37.232183 * LONGITUDE: -24.607717 * DATE/TIME: 2018-09-25T08:24:00 * ELEVATION: -994.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_539-1 * LATITUDE: 37.247933 * LONGITUDE: -24.701600 * DATE/TIME: 2018-09-25T14:44:00 * ELEVATION: -150.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_549-1 * LATITUDE: 37.246183 * LONGITUDE: -24.692117 * DATE/TIME: 2018-09-25T18:16:00 * ELEVATION: -499.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_560-1 * LATITUDE: 37.375517 * LONGITUDE: -24.742417 * DATE/TIME: 2018-09-26T08:05:00 * ELEVATION: -2082.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_563-1 * LATITUDE: 37.235100 * LONGITUDE: -24.759900 * DATE/TIME: 2018-09-26T15:58:00 * ELEVATION: -154.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_584-1 * LATITUDE: 37.183450 * LONGITUDE: -24.766550 * DATE/TIME: 2018-09-26T22:45:00 * ELEVATION: -1012.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_587-1 * LATITUDE: 37.274417 * LONGITUDE: -24.754600 * DATE/TIME: 2018-09-27T08:14:00 * ELEVATION: -150.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_597-1 * LATITUDE: 37.284933 * LONGITUDE: -24.753767 * DATE/TIME: 2018-09-27T11:11:00 * ELEVATION: -302.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_605-1 * LATITUDE: 37.214817 * LONGITUDE: -24.746217 * DATE/TIME: 2018-09-27T14:39:00 * ELEVATION: -501.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_639-1 * LATITUDE: 37.278533 * LONGITUDE: -24.723317 * DATE/TIME: 2018-09-28T13:25:00 * ELEVATION: -496.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
	M150_647-1 * LATITUDE: 37.272950 * LONGITUDE: -24.728167 * DATE/TIME: 2018-09-28T17:00:00 * ELEVATION: -303.0 m * CAMPAIGN: M150 (URI: https://doi.org/10.2312/cr_m150) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: CTD/Rosette (CTD-RO)
Parameter(s):	Event label (Event) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt)
	DATE/TIME (Date/Time) * GEOCODE * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt)
	LATITUDE (Latitude) * GEOCODE * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt)
	LONGITUDE (Longitude) * GEOCODE * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt)
	Emiliania huxleyi [#/l] (E. huxleyi) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Gephyrocapsa ericsonii [#/l] (G. ericsonii) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Gephyrocapsa muellerae [#/l] (G. muellerae) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Gephyrocapsa oceanica [#/l] (G. oceanica) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Reticulofenestra sessilis [#/l] (R. sessilis) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Acanthoica spp. [#/l] (Acanthoica spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Algirosphaera robusta [#/l] (A. robusta) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Calcidiscus spp. [#/l] (Calcidiscus spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Calciosolenia spp. [#/l] (Calciosolenia spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Coronosphaera spp. [#/l] (Coronosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Discosphaera tubifera [#/l] (D. tubifera) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Florisphaera profunda [#/l] (F. profunda) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Gladiolithus flabellatus [#/l] (G. flabellatus) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Helicosphaera spp. [#/l] (Helicosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Oolithotus spp. [#/l] (Oolithotus spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Ophiaster spp. [#/l] (Ophiaster spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Michaelsarsia spp. [#/l] (Michaelsarsia spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Rhabdosphaera spp. [#/l] (Rhabdosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Syracosphaera spp. [#/l] (Syracosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Syracosphaera lamina [#/l] (S. lamina) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Umbellosphaera spp. [#/l] (Umbellosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Umbilicosphaera spp. [#/l] (Umbilicosphaera spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
	Heterococcolithophores [#/l] (Heterococcolithophores) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy * COMMENT: Total
	Holococcolithophore spp. [#/l] (Holococcolithophore spp.) * PI: Kaufmann, Manfred (https://orcid.org/0000-0001-6213-3229, mj.kaufmann@staff.uma.pt) * METHOD/DEVICE: Cross-polarized light microscopy
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	7344 data points
*/
